PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype
CA4510007,COTTONWOOD WATER DISTRICT,DISTRICT 02 - LASSEN,County Water District,
CA4600012,ALLEGHANY COUNTY W.D.,DISTRICT 02 - LASSEN,County Water District,
CA4700503,CALLAHAN WATER DISTRICT,DISTRICT 01 - KLAMATH,County Water District,
CA4910019,FORESTVILLE WATER DISTRICT,DISTRICT 18 - SONOMA,County Water District,
CA4900611,RAINS CREEK WATER DISTRICT,DISTRICT 18 - SONOMA,County Water District,
CA4910008,RUSSIAN RIVER COUNTY WATER DISTRICT,DISTRICT 18 - SONOMA,County Water District,
CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,DISTRICT 18 - SONOMA,County Water District,
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE,DISTRICT 18 - SONOMA,County Water District,
CA4900584,TIMBER COVE COUNTY WATER DISTRICT,DISTRICT 18 - SONOMA,County Water District,
CA4910013,VALLEY OF THE MOON WATER DISTRICT,DISTRICT 18 - SONOMA,County Water District,
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,DISTRICT 18 - SONOMA,County Water District,
CA5200503,MINERAL COUNTY WATER DISTRICT,DISTRICT 21 - VALLEY,County Water District,
CA5200562,SKY VIEW COUNTY WATER,LPA82 - TEHAMA COUNTY,County Water District,
CA5510015,TUD - CEDAR RIDGE WATER SYSTEM,DISTRICT 11 - MERCED,County Water District,
CA5510013,TUD - COLUMBIA WATER SYSTEM,DISTRICT 11 - MERCED,County Water District,
CA5510025,TUD - PHOENIX LAKE PARK,DISTRICT 11 - MERCED,County Water District,
CA5510002,TUD - PONDEROSA,DISTRICT 11 - MERCED,County Water District,
CA5510001,TUD - SONORA/JAMESTOWN WATER SYSTEM,DISTRICT 11 - MERCED,County Water District,
CA5510012,TUD - UPPER BASIN WATER SYSTEM,DISTRICT 11 - MERCED,County Water District,
CA5510028,TUD-APPLE VALLEY ESTATES,DISTRICT 11 - MERCED,County Water District,
CA5510021,TUD-PEACEFUL PINES WATER SYSTEM,DISTRICT 11 - MERCED,County Water District,
CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,DISTRICT 11 - MERCED,County Water District,
CA5500363,TUD-WARDS FERRY RANCHES,DISTRICT 11 - MERCED,County Water District,
CA5510003,TUD - TUOLUMNE WATER SYSTEM,DISTRICT 11 - MERCED,County Water District,
CA5610063,CAMROSA WATER DISTRICT,DISTRICT 06 - SANTA BARBARA,County Water District,
CA5610005,MEINERS OAKS CWD,DISTRICT 06 - SANTA BARBARA,County Water District,
CA5610022,VENTURA RIVER WATER DISTRICT,DISTRICT 06 - SANTA BARBARA,County Water District,
CA5810002,LINDA COUNTY WATER DISTRICT,DISTRICT 21 - VALLEY,County Water District,
CA0300037,JACKSON VALLEY IRRIGATION DISTRICT,DISTRICT 10 - STOCKTON,Irrigation District,
CA0410003,DURHAM IRRIGATION DISTRICT,DISTRICT 21 - VALLEY,Irrigation District,
CA0410007,PARADISE IRRIGATION DISTRICT,DISTRICT 21 - VALLEY,Irrigation District,
CA0410008,THERMALITO WATER & SEWER DIST,DISTRICT 21 - VALLEY,Irrigation District,
CA0410012,SOUTH FEATHER W&P - BANGOR,DISTRICT 21 - VALLEY,Irrigation District,
CA0410006,SOUTH FEATHER W&P - MINERS RANCH,DISTRICT 21 - VALLEY,Irrigation District,
CA0910001,EL DORADO ID - MAIN,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA0910018,EL DORADO ID - OUTINGDALE,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA0910017,EL DORADO ID - STRAWBERRY,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,DISTRICT 23 - FRESNO,Irrigation District,
CA1300588,IID VILLAGE,LPA43 - IMPERIAL COUNTY,Irrigation District,
CA1910035,KINNELOA IRRIGATION DIST.,DISTRICT 07 - HOLLYWOOD,Irrigation District,
CA1910064,LITTLEROCK CREEK IRRIGATION DIST.,DISTRICT 07 - HOLLYWOOD,Irrigation District,
CA1910102,PALMDALE WATER DIST.,DISTRICT 07 - HOLLYWOOD,Irrigation District,
CA1910054,LA CANADA IRRIGATION DIST.,DISTRICT 16 - CENTRAL,Irrigation District,
CA1910103,PALM RANCH IRRIGATION DIST.,DISTRICT 16 - CENTRAL,Irrigation District,
CA1910153,SOUTH MONTEBELLO IRRIGATION DIST.,DISTRICT 22 - ANGELES,Irrigation District,
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",DISTRICT 09 - SACRAMENTO,Irrigation District,
CA2910014,NEVADA ID - LAKE OF PINES,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA2910023,NEVADA ID - LAKE WILDWOOD,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA2910006,NEVADA ID - LOMA RICA,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA3010082,SERRANO WATER DISTRICT,DISTRICT 08 - SANTA ANA,Irrigation District,
CA3110026,NEVADA ID - NORTH AUBURN,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA3310002,BEAUMONT CHERRY VALLEY WD,DISTRICT 20 - RIVERSIDE,Irrigation District,
CA3410004,CARMICHAEL WATER DISTRICT,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA3410006,CITRUS HEIGHTS WATER DISTRICT,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA3410009,FAIR OAKS WATER DISTRICT,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA3710013,LAKESIDE WD,DISTRICT 14 - SAN DIEGO,Irrigation District,
CA3710010,HELIX WATER DISTRICT,DISTRICT 14 - SAN DIEGO,Irrigation District,
CA3710023,SANTA FE I.D.,DISTRICT 14 - SAN DIEGO,Irrigation District,
CA3710027,VISTA IRRIGATION DISTRICT,DISTRICT 14 - SAN DIEGO,Irrigation District,
CA4810025,SID - PLEASANT HILLS RANCH,DISTRICT 04 - SAN FRANCISCO,Irrigation District,
CA4810024,SID - BLUE RIDGE OAKS,DISTRICT 04 - SAN FRANCISCO,Irrigation District,
CA4810011,SID - ELMIRA,DISTRICT 04 - SAN FRANCISCO,Irrigation District,
CA4810010,SID - GIBSON CANYON,DISTRICT 04 - SAN FRANCISCO,Irrigation District,
CA4810026,SID - PEABODY,DISTRICT 04 - SAN FRANCISCO,Irrigation District,
CA4810012,SID - QUAIL CANYON,DISTRICT 04 - SAN FRANCISCO,Irrigation District,
CA5000433,OID-OAKDALE RURAL WATER SYSTEM #1,DISTRICT 10 - STOCKTON,Irrigation District,
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,DISTRICT 10 - STOCKTON,Irrigation District,
CA5010038,MODESTO IRRIGATION DISTRICT,DISTRICT 10 - STOCKTON,Irrigation District,
CA5000015,OID #22 - WILLIAMS TRACT,LPA80 - STANISLAUS COUNTY,Irrigation District,
CA5000014,OID #46 - SUNSET OAKS,LPA80 - STANISLAUS COUNTY,Irrigation District,
CA5000317,OID #51 - SUNSET OAKS #10,LPA80 - STANISLAUS COUNTY,Irrigation District,
CA5000010,TID/ LA GRANGE WATER SYSTEM,LPA80 - STANISLAUS COUNTY,Irrigation District,
CA5000016,OID #41 - MOUNTAIN VIEW,LPA80 - STANISLAUS COUNTY,Irrigation District,
CA5000013,OID #45,LPA80 - STANISLAUS COUNTY,Irrigation District,
CA5410007,LSID - TONYVILLE,DISTRICT 12 - VISALIA,Irrigation District,
CA5410036,LSID-STRATHMORE SYSTEM,DISTRICT 12 - VISALIA,Irrigation District,
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,DISTRICT 12 - VISALIA,Irrigation District,
CA5810005,NEVADA ID - SMARTSVILLE,DISTRICT 09 - SACRAMENTO,Irrigation District,
CA3010120,SAN JUAN BASIN AUTHORITY,DISTRICT 08 - SANTA ANA,Joint Powers Authority/Agreement,
CA3010071,JOINT REGIONAL WATER SUPPLY SYSTEM,DISTRICT 08 - SANTA ANA,Joint Powers Authority/Agreement,
CA3310020,INDIO WATER AUTHORITY,DISTRICT 20 - RIVERSIDE,Joint Powers Authority/Agreement,
CA3310083,CHINO BASIN DESALTER AUTH. - DESALTER 2,DISTRICT 20 - RIVERSIDE,Joint Powers Authority/Agreement,
CA3610075,CHINO BASIN DESALTER AUTH. - DESALTER 1,DISTRICT 13 - SAN BERNARDINO,Joint Powers Authority/Agreement,
CA3610006,WATER FACILITIES AUTHORITY-JPA,DISTRICT 27 - MOJAVE,Joint Powers Authority/Agreement,
CA3710025,SWEETWATER AUTHORITY,DISTRICT 14 - SAN DIEGO,Joint Powers Authority/Agreement,
CA4210028,CACHUMA PROJECT,DISTRICT 06 - SANTA BARBARA,Joint Powers Authority/Agreement,
CA4210030,CENTRAL COAST WATER AUTHORITY,DISTRICT 06 - SANTA BARBARA,Joint Powers Authority/Agreement,
CA4810005,SUISUN-SOLANO WATER AUTHORITY,DISTRICT 04 - SAN FRANCISCO,Joint Powers Authority/Agreement,
CA5500048,DON PEDRO REC AG:FLEM.MEADOWS,DISTRICT 11 - MERCED,Joint Powers Authority/Agreement,
CA5610080,PORT HUENEME WATER AGENCY,DISTRICT 06 - SANTA BARBARA,Joint Powers Authority/Agreement,
CA5710012,WOODLAND-DAVIS CLEAN WATER AGENCY,DISTRICT 09 - SACRAMENTO,Joint Powers Authority/Agreement,
CA2010004,MADERA CO CMD19-PARKWOOD,DISTRICT 11 - MERCED,Maintenance District,
CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,DISTRICT 11 - MERCED,Maintenance District,
CA2010008,MADERA CO MD10A-MADERA RANCHOS,DISTRICT 11 - MERCED,Maintenance District,
CA2000549,MD 05 MOUNTAIN RANCHES,LPA50 - MADERA COUNTY,Maintenance District,
CA2000551,MD 07 MARINA VIEW HEIGHTS,LPA50 - MADERA COUNTY,Maintenance District,
CA2000561,MD 08 NORTH FORK WATER SYSTEM,LPA50 - MADERA COUNTY,Maintenance District,
CA2000552,MD 24 TEAFORD MEADOW LAKES,LPA50 - MADERA COUNTY,Maintenance District,
CA2000553,MD 28 RIPPERDAN SELF HELP,LPA50 - MADERA COUNTY,Maintenance District,
CA2000554,MD 33 FAIRMEAD,LPA50 - MADERA COUNTY,Maintenance District,
CA2000727,MD 36 EASTIN ARCOLA,LPA50 - MADERA COUNTY,Maintenance District,
CA2000728,MD 37 LA VINA,LPA50 - MADERA COUNTY,Maintenance District,
CA2000851,MD 40 SUNSET RIDGE ESTATES,LPA50 - MADERA COUNTY,Maintenance District,
CA2000737,MD 42 STILL MEADOW,LPA50 - MADERA COUNTY,Maintenance District,
CA2000557,MD 43 MIAMI CREEK KNOLLS,LPA50 - MADERA COUNTY,Maintenance District,
CA2000293,MD 46 AHWAHNEE RESORTS,LPA50 - MADERA COUNTY,Maintenance District,
CA2000865,MD 58 SIERRA HIGHLANDS,LPA50 - MADERA COUNTY,Maintenance District,
CA2000849,MD 60 DILLON ESTATES,LPA50 - MADERA COUNTY,Maintenance District,
CA2000757,MD 63 MEADOW SPRINGS RANCH,LPA50 - MADERA COUNTY,Maintenance District,
CA2000690,MD 73 QUARTZ MOUNTAIN,LPA50 - MADERA COUNTY,Maintenance District,
CA2000511,MD 85 VALETA,LPA50 - MADERA COUNTY,Maintenance District,
CA2000692,MD 95 RANCHOS WEST,LPA50 - MADERA COUNTY,Maintenance District,
CA2210924,YOSEMITE WEST WATER SYSTEM,DISTRICT 11 - MERCED,Maintenance District,
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,DISTRICT 26 - IMPERIAL,Maintenance District,
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,DISTRICT 26 - IMPERIAL,Maintenance District,
CA3901348,FAIROAKS PWS #44,DISTRICT 10 - STOCKTON,Maintenance District,
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,DISTRICT 10 - STOCKTON,Maintenance District,
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,DISTRICT 10 - STOCKTON,Maintenance District,
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,DISTRICT 10 - STOCKTON,Maintenance District,
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,DISTRICT 10 - STOCKTON,Maintenance District,
CA3910017,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,DISTRICT 10 - STOCKTON,Maintenance District,
CA3901303,ACAMPO WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900517,ALMOND PARK WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900702,CORRAL HOLLOW PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900724,ELKHORN ESTATES WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900543,MAURLAND MANOR WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900512,MORADA ACRES WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3901337,MORADA ESTATES N PWS #46,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900722,MORADA ESTATES PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900523,MORADA MANOR WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3901092,SAN JOAQUIN WATER WORKS #2,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900720,SHADED TERRACE PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900927,SPRING CREEK ESTATES PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3901113,WALNUT ACRES,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3901159,WILKINSON MANOR A-ZONE PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900563,GAYLA MANOR PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA3900558,RANCHO SAN JOAQUIN WATER SYS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,
CA0103041,TRAILER HAVEN MOBILE HOME PARK,DISTRICT 04 - SAN FRANCISCO,Mobile Home Park,
CA0202522,SIERRA PINES MOBILE HOME PARK,LPA32 - ALPINE COUNTY,Mobile Home Park,
CA0300024,FOREST POINT MHC,DISTRICT 10 - STOCKTON,Mobile Home Park,
CA0300053,RANCHO DEL ORO MHP,DISTRICT 10 - STOCKTON,Mobile Home Park,
CA0300011,SUTTER PINES MHP,DISTRICT 10 - STOCKTON,Mobile Home Park,
CA0400040,ALMOND GROVE MOBILE PARK,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400051,DINGERVILLE USA PARK,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400027,FOOTHILLS MANUFACTURED HOME COMMUNUTY,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400042,FOREST VILLAGE LLC,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400030,GOLDEN FEATHER MHP,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400023,GOLDEN OAKS MOBILE ESTATES,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400026,MEADOWBROOK OAKS,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400019,OROVILLE MOBILE HOME PARK,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400020,PLEASANT GROVE MHP,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0400021,ROBINSON'S CORNER MHP,LPA34 - BUTTE COUNTY,Mobile Home Park,
CA0500068,DUNROVIN MOBILE HOME VILLAGE,LPA35 - CALAVERAS COUNTY,Mobile Home Park,
CA0500075,LAKESIDE MOBILE ESTATES,LPA35 - CALAVERAS COUNTY,Mobile Home Park,
CA0707523,BETHEL ISLAND ESTATES,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707575,BETHEL ISLAND MHC,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707588,BIG OAK MOBILE HOME PARK WATER,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707598,CAMINO MOBILEHOME,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707603,CLAYTON PALMS WATER,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707553,RIVERVIEW MOBILE HOMES,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707597,SANDY POINT MOBILE HOME PARK,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707608,MARINA MOBILE MANOR,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707601,RUSSOS MOBILE PARK,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0707589,BELLA VISTA WATER SYS,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,
CA0800603,BUTTE COURT MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,
CA0800700,LAS PALMAS MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,
CA0800552,NORTHCREST TRAILER CITY,DISTRICT 01 - KLAMATH,Mobile Home Park,
CA0800800,PINE GROVE TRAILER PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,
CA0800605,WEST PARK PROPERTIES,DISTRICT 01 - KLAMATH,Mobile Home Park,
90600035,Ruiz MHP,EPA Region 9,Mobile Home Park,
CA0900422,CRYSTAL CAVES MHP,LPA39 - EL DORADO COUNTY,Mobile Home Park,
CA0900102,GOLD BEACH PARK,LPA39 - EL DORADO COUNTY,Mobile Home Park,
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",LPA39 - EL DORADO COUNTY,Mobile Home Park,
CA1000238,CAMDEN TRAILER PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000229,GREEN ACRES MOBILE HOME ESTATE,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000267,KINGS CANYON MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000265,MARY LOU MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000257,MT ARARAT MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000259,NEW HORIZONS MOBILE/RV PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000405,PIEDRA PARK ASSOCIATION,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000426,RIVERBEND MOBILE HOME & RV PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000260,SANDY CREEK VILLAGE MHP,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000244,SHADY LAKES MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000247,SHERWOOD FOREST MHP,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000378,SUNSET WEST COMMUNITY LLC,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000299,THREE PALMS MOBILEHOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1000298,WOODWARD BLUFFS MHP,DISTRICT 23 - FRESNO,Mobile Home Park,
CA1100413,COUNTRY LEISURE MOBILE ESTATES,DISTRICT 21 - VALLEY,Mobile Home Park,
CA1100444,ORLAND ESTATES MOBILE H.P.,DISTRICT 21 - VALLEY,Mobile Home Park,
CA1100445,ORLAND MOBILE H.P.,DISTRICT 21 - VALLEY,Mobile Home Park,
CA1100436,ORLAND OAKS MHP,DISTRICT 21 - VALLEY,Mobile Home Park,
CA1100452,SHADY OAKS TRAILER PARK,DISTRICT 21 - VALLEY,Mobile Home Park,
CA1100254,VOYLES TRAILER PARK,DISTRICT 21 - VALLEY,Mobile Home Park,
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,DISTRICT 21 - VALLEY,Mobile Home Park,
CA1200643,BEACH CREEK MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,
CA1200687,RIVERBEND MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,
CA1200706,TRINIDAD EXTENDED STAY RV,DISTRICT 01 - KLAMATH,Mobile Home Park,
CA1300550,COUNTRY LIFE MH & RV PARK,LPA43 - IMPERIAL COUNTY,Mobile Home Park,
CA1300575,DATE GARDENS MOBILE HOME PARK,LPA43 - IMPERIAL COUNTY,Mobile Home Park,
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,LPA43 - IMPERIAL COUNTY,Mobile Home Park,
CA1300572,VALLEY MOBILE HOME PARK,LPA43 - IMPERIAL COUNTY,Mobile Home Park,
CA1300626,SUNBEAM LAKE RV RESORT,LPA43 - IMPERIAL COUNTY,Mobile Home Park,
CA1300628,IMPERIAL LAKES INC.,LPA43 - IMPERIAL COUNTY,Mobile Home Park,
CA1300629,JACKSON HIDE-A-WAY,LPA43 - IMPERIAL COUNTY,Mobile Home Park,
90600238,Vee's Trailer Park,EPA Region 9,Mobile Home Park,
CA1400030,GLENWOOD MOBILE ESTATES,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,
CA1410007,HIGHLAND MOBILE HOME PARK,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,
CA1400144,SUNLAND VILLAGE MOBILE HOME PARK,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,
CA1400059,BROOKSIDE MOBILE HOME PARK,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,
CA1400020,ABERDEEN WATER SYSTEM,DISTRICT 27 - MOJAVE,Mobile Home Park,
CA1400037,FOOTHILL MOBILE HOME PARK,DISTRICT 27 - MOJAVE,Mobile Home Park,
CA1500452,RIVERDALE VILLAGE,DISTRICT 12 - VISALIA,Mobile Home Park,
CA1500485,ANTELOPE VALLEY MOBILE ESTATES,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1502247,DESERT BREEZE MOBILE HOME ESTATES,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1500461,FOUNTAIN TRAILER PARK WATER,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1500459,LAKE OF THE WOODS MOBILE VILLAGE,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1500481,RIVERNOOK CAMPGROUND,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1502232,ROSAMOND MOBILEHOME PARK,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1502564,SIERRA MEADOWS,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1500588,SON SHINE PROPERTIES,DISTRICT 12 - VISALIA,Mobile Home Park,
CA1500571,KERN MOBILE ESTATES LLC,DISTRICT 19 - TEHACHAPI,Mobile Home Park,
CA1600002,SUNSET VISTA ESTATES MHP,LPA46 - KINGS COUNTY,Mobile Home Park,
CA1700610,BELLA LAGO MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1700589,BLUE LAKES MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1700609,LAZY S MOBILE RANCH,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1700580,TWIN CREEKS MOBILE AND RV VILLAGE,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1700674,WALNUT COVE MOBILE ESTATES,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1700584,WESTWIND MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1700595,CAL 20 VILLAGE AND MEADOW POINTE PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1700592,KONOCTI SHORES,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA1800522,HONEY LAKE CAMPGROUND,DISTRICT 02 - LASSEN,Mobile Home Park,
CA1800524,LASSEN MOBILE HOME PARK,DISTRICT 02 - LASSEN,Mobile Home Park,
CA1800523,PINEVIEW MOBILE HOME PARK,DISTRICT 02 - LASSEN,Mobile Home Park,
CA1910099,PARADISE RANCH MHP,DISTRICT 15 - METROPOLITAN,Mobile Home Park,
CA1910066,LEISURE LAKE MOBILE ESTATES,DISTRICT 22 - ANGELES,Mobile Home Park,
CA1900942,ALPINE SPRINGS MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900975,CALI LAKE RV RESORT,LPA49 - LA COUNTY,Mobile Home Park,
CA1900843,CALIFORNIAN MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900529,CAMP WILLIAMS-RESORT WATER,LPA49 - LA COUNTY,Mobile Home Park,
CA1900817,CLEAR SKIES MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900636,EL RANCHO MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900649,GOLDEN SANDS MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900038,LANCASTER PARK MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900913,LILY OF THE VALLEY MOBILE VILLAGE,LPA49 - LA COUNTY,Mobile Home Park,
CA1900785,MITCHELL'S AVENUE E MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900537,OAK GROVE FAMILY PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900868,RIVERS END TRAILER PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900907,SHERWOOD MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900520,THE VILLAGE MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900541,WESTERN SKIES MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900961,WINTERHAVEN MOBILE ESTATES,LPA49 - LA COUNTY,Mobile Home Park,
CA1900693,DESERT PALMS MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900721,TERRA NOVA MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA1900055,BLUE SKIES TRAILOR PARK,LPA49 - LA COUNTY,Mobile Home Park,
CA2000595,MADERA MH & RV PARK,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2000589,MAMMOTH POOL MOBILE HOME PARK,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2000775,OAK CREEK MOBILE HOME PARK,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2000593,OAKHURST MOBILE HOME ESTATES,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2000828,SHADY OAKS MOBILE HOME PARK LLC,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2000605,WHISPERING PINES MHP,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2000608,WILDWOOD MOBILE HOME PK INC,LPA50 - MADERA COUNTY,Mobile Home Park,
CA2210905,"MCCLURE BOAT CLUB, INC.",DISTRICT 11 - MERCED,Mobile Home Park,
CA2210925,YOSEMITE TERRACE ESTATES,DISTRICT 11 - MERCED,Mobile Home Park,
CA2300646,BELLA SHORES MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA2300892,COVELO MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA2300717,CREEKSIDE CABINS & RV RESORT,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA2300743,DOLPHIN ISLE MARINA,DISTRICT 03 - MENDOCINO,Mobile Home Park,
CA2300705,LITTLE LAKE MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,
