PWSID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNER_CODE_SDWIS,OWNERSHIP_KD,OWNERSHIP_KD_BI,TYPE,TYPE_consolidated,JURISDICTION_9,JURISDICTION_10,SOURCE_SDWIS,Source_coded_18,POP_TOTAL,SC_TOTAL,FEE_CODE_062018,FEE_FULL_062018,CWStype_fed_062018,CWStype_state062018,CWStype_state_name2018,WQ_REG,COMPLIANCE_STATUS,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS, , 
CA4810002,CALIFORNIA WATER SERVICE CO. - DIXON,SOLANO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,9278,2897,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810003,CITY OF FAIRFIELD,SOLANO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,128266,27235,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810004,CITY OF RIO VISTA,SOLANO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,9000,4630,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810005,SUISUN-SOLANO WATER AUTHORITY,SOLANO,Local,L,Local,Public,JPA,JPA,JPA,JPA,SW,SW,28856,8436,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810007,CITY OF VALLEJO,SOLANO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,118470,36265,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810008,CITY OF VACAVILLE,SOLANO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,96735,26734,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810010,SID - GIBSON CANYON,SOLANO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,521,159,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810011,SID - ELMIRA,SOLANO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,314,86,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810012,SID - QUAIL CANYON,SOLANO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,125,38,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810013,RURAL NORTH VACAVILLE WATER DISTRICT,SOLANO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,1130,398,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810015,TRAVIS AFB WTP - VALLEJO,SOLANO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,10003,1,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810021,CITY OF VALLEJO-LAKES SYSTEM,SOLANO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,2800,842,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,2,2,,
CA4810024,SID - BLUE RIDGE OAKS,SOLANO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,53,19,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810025,SID - PLEASANT HILLS RANCH,SOLANO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,73,22,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810026,SID - PEABODY,SOLANO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,66,20,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4810701,TRAVIS AIR FORCE BASE - DISTRIBUTION,SOLANO,Federal Government,F,Federal Government,Public,Federal,Federal,STATEFED,FEDERAL,SWP,SWP,7190,2104,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA4810800,CALIFORNIA STATE PRISON - SOLANO,SOLANO,State Government,S,State Government,Public,State,State,STATEFED,STATE,SW,SW,9999,2610,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA4810801,DELTA CONSERVATION CAMP,SOLANO,State Government,S,State Government,Public,State,State,STATEFED,STATE,GW,GW,150,1,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",SONOMA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GU,GW,250,157,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900510,SOUTH CLOVERDALE WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,90,39,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,260,79,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900513,MADRONE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,95,23,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,4,4,,
CA4900514,RANCHO DEL PARADISO-CAL WATER SVC (PUC),SONOMA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GWP,GWP,162,57,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900521,GILL CREEK MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,232,91,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900532,SONOMA COUNTY CSA 41-JENNER,SONOMA,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,SW,SW,406,123,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,6,NA,6,,
CA4900533,MORTON'S WARM SPRINGS (PUC),SONOMA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,71,21,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900536,OCCIDENTAL COMMUNITY SERVICES DISTRICT,SONOMA,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,277,100,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900543,SONOMA COUNTY CSA 41-SALMON CREEK,SONOMA,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,SW,SW,327,99,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,300,83,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900546,HAWKINS WATER CO-CAL WATER SERVICE (PUC),SONOMA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,138,51,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,129,39,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,300,115,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900549,SONOMA COUNTY CSA 41-FREESTONE,SONOMA,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,SW,SW,73,26,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,8,NA,8,,
CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,64,25,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900552,MICHELE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,170,62,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900553,PARK ROYAL MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,75,28,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,244,87,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900559,FIRCREST MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,98,46,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900560,KELLY MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,135,41,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900561,WILLOWSIDE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,350,160,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900562,DIAMOND A MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,420,192,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,150,69,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900568,VALLEY FORD WATER ASSOCIATION,SONOMA,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,40,19,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,20,NA,20,,
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,250,113,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900573,WILSHIRE HEIGHTS MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,100,40,,,NA,NA,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,26,12,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,22,1,23,,
CA4900577,RIO LINDO ADVENTIST ACADEMY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GU,GW,442,54,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900578,CARMET BY THE SEA WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GU,GW,179,64,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,SONOMA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,154,55,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900584,TIMBER COVE COUNTY WATER DISTRICT,SONOMA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,215,182,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,200,129,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,2,2,,
CA4900587,BRAND WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,95,34,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900588,LAWNDALE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GWP,GWP,200,66,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,100,30,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900600,RINCON VALLEY MOBILE ESTATES,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,460,230,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900603,RIEBLI MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,150,47,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900605,MARK WEST ACRES MWC,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,60,22,,,NA,NA,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900608,SIX ACRES WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,66,22,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900611,RAINS CREEK WATER DISTRICT,SONOMA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,180,64,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,78,25,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GU,GW,150,63,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,45,29,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,100,67,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,30,17,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GU,GW,40,20,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,53,NA,53,,
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,100,51,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900644,BRIDGEHAVEN PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,SW,SW,70,31,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,28,16,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),SONOMA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,SW,SW,370,131,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900653,LONE PINE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,65,28,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900660,YULUPA MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,200,59,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,84,30,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,250,70,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,70,25,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,74,23,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900674,PINE HILL TERRACE MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,27,23,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900675,ROSELAND MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,130,70,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900687,BROOKWOOD MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,400,202,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900720,MOBILE HOME ESTATES,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,320,148,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900721,COLONIAL PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,SW,SW,380,199,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900723,SHAMROCK MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,188,127,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,4,NA,4,,
CA4900728,EVERGREEN MOBILE ESTATES,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,70,23,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900736,CLEAR CREEK WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,40,19,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900785,NOEL HEIGHTS-CAL WATER SERVICE (PUC),SONOMA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GU,GW,137,49,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900787,PLAZA MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,125,71,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900788,EL CRYSTAL MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,130,58,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900789,BLUE SPRUCE MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,90,56,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900791,WESTERN MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,225,73,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA4900792,WAYSIDE GARDENS MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,75,50,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,60,29,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900794,SUNSET PARK COMMUNITY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,180,42,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900795,STONEGATE MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,100,75,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900796,SANTA ROSA MOBILE ESTATES,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,420,141,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,2,NA,2,,
CA4900797,NORTH STAR MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,75,76,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,250,111,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900799,EL PORTAL MOBILE ESTATES,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,200,122,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,9,NA,9,,
CA4900832,LEISURE MOBILE HOME PARK,SONOMA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,410,186,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,100,52,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900846,ROLLING OAKS ROAD ASSOCIATION,SONOMA,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,55,16,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900850,BODEGA WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GU,GW,77,38,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,4,2,6,,
CA4900871,DE ANZA MOON VALLEY WATER COMPANY,SONOMA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,691,247,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,SONOMA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,45,20,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
