Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA4400605,CRESTWOOD HEIGHTS WATER ASSN,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400608,FOREST SPRINGS,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400611,JARVIS MUTUAL WATER SYSTEM,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400613,LAS COLINAS ROAD & WATER ASSN,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400617,SUMMIT WEST MUTUAL WATER CO.,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400618,RIDGE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400621,RIVER GROVE MUTUAL WATER ASSN,C,D1,T2,SANTA CRUZ  ,SW
CA4400624,RANCHO CORRALITOS,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400625,VISTA ROBLES ASSOCIATION,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400631,LAS CUMBRES MUTUAL WATER CO,C,D1,T3,SANTA CRUZ  ,SW
CA4400634,APTOS HILLS MUTUAL WATER CO,C,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,C,D1,T2,SANTA CRUZ  ,SW
CA4400645,HIDDEN MEADOW MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400652,"CATHEDRAL HILLS MWC, INC",C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400660,RANCHO SAN ANDREAS,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400664,JARDINES DEL VALLE,C,D1,T1,SANTA CRUZ  ,GW
CA4400665,MEADOWRIDGE MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400667,EMERALD CITY MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400684,APTOS RIDGE MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400692,ALLAN LANE WATER ASSOCIATION,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400723,MISSION SPRINGS CONFERENCE CENTER,C,D2,T2,SANTA CRUZ  ,GW
CA4400754,MONTE VISTA CHRISTIAN SCHOOL,C,D2,There are no treatment plants,SANTA CRUZ  ,GW
CA4400755,MONTEREY BAY ACADEMY,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400762,ROUNTREE FACILITY(PREV. SHERIFF'S REHAB),C,D1,TD,SANTA CRUZ  ,GW
CA4400763,BUENA VISTA MIGRANT CENTER,C,D1,T2,SANTA CRUZ  ,GW
CA4400764,MOUNT MADONNA CENTER,C,D1,T1,SANTA CRUZ  ,GW
CA4400850,THE WILLOWS RESORT,C,D1,T1,SANTA CRUZ  ,GW
CA4410001,BIG BASIN WATER COMPANY,C,D3,TD,SANTA CRUZ  ,GW
CA4410002,SLVWD - FELTON WATER SYSTEM,C,D3,T3,SANTA CRUZ  ,SW
CA4410008,"MT. HERMON ASSOCIATION, INC.",C,D2,TD,SANTA CRUZ  ,GW
CA4410010,SANTA CRUZ WATER DEPARTMENT,C,D5,T5,SANTA CRUZ  ,SW
CA4410011,"WATSONVILLE, CITY OF",C,D5,T2,SANTA CRUZ  ,SW
CA4410013,SCOTTS VALLEY WATER DISTRICT,C,D4,T2,SANTA CRUZ  ,GW
CA4410014,SAN LORENZO VALLEY WATER DIST,C,D4,T3,SANTA CRUZ  ,SW
CA4410016,FOREST LAKES MWC,C,D2,T2,SANTA CRUZ  ,GU
CA4410017,SOQUEL CREEK WATER DISTRICT,C,D4,T2,SANTA CRUZ  ,SWP
CA4410018,CENTRAL WATER DISTRICT,C,D3,TD,SANTA CRUZ  ,GW
CA4500003,MEL MAR MUTUAL WATER CO,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500006,"SHASTA CSA - SUGARLOAF, #2",C,D1,T2,SHASTA  ,SW
CA4500007,VERDE VALE WATER COMPANY,C,D1,TD,SHASTA  ,GW
CA4500008,LAKESHORE VILLA MUTUAL WATER CO,C,D2,T2,SHASTA  ,GW
CA4500009,CORTLAND PINES MUTUAL WATER CO,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,C,D1,TD,SHASTA  ,GW
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,C,D1,T1,SHASTA  ,GW
CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,C,D1,T2,SHASTA  ,SW
CA4500015,"SHASTA CSA - CASTELLA, #3",C,D1,T2,SHASTA  ,SW
CA4500016,LAKEHEAD SUBD MUTUAL WATER CO,C,D1,TD,SHASTA  ,GW
CA4500022,DEL ORO WATER CO. - HAT CREEK DISTRICT,C,D1,T2,SHASTA  ,SW
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,C,D1,T2,SHASTA  ,SW
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500028,"SHASTA CSA - CRAGVIEW, #23",C,D1,T2,SHASTA  ,SW
CA4500054,BALLS FERRY FISHING RESORT,C,D1,TD,SHASTA  ,GW
CA4500062,LONE TREE MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500063,CEDAR CREEK MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500066,CLEAR CREEK MOBILE PARK,C,D1,TD,SHASTA  ,GW
CA4500081,LAZY LANDING MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500082,MIDWAY MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500089,PINE RIDGE PARK ESTATES,C,D1,TD,SHASTA  ,GW
CA4500092,RIVER BREEZE MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500093,CANYON CREEK MHP,C,D1,TD,SHASTA  ,GW
CA4500094,RIVERLAND MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500098,ANDERSON MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500101,LAKE SHASTA PINES RV PARK & CAMPGROUND,C,D1,TD,SHASTA  ,GW
CA4500102,NORTH REDDING RV VILLAGE,C,D1,TD,SHASTA  ,GW
CA4500104,SUNRISE MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500106,RIO VISTA MOBILEHOME ESTATES,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500107,COTTONWOOD RIDGE MANUFACTURED HOUSING CO,C,D1,TD,SHASTA  ,GW
CA4500173,CASSEL PARK MUTUAL WATER CO,C,D1,TD,SHASTA  ,GW
CA4500194,VILLAGE GREEN,C,D1,TD,SHASTA  ,GW
CA4500195,STARLITE PINES MUTUAL WATER CO INC,C,D1,TD,SHASTA  ,GW
CA4500200,AMBERWOOD MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500203,RAPID RIVER MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500204,WHITE OAK MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500210,LASSEN PINES MUTUAL WATER CO INC,C,D1,T2,SHASTA  ,GU
CA4500219,CREEKSIDE MOBILEHOME PARK,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500235,WOODRIDGE MUTUAL WATER CO,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500246,EL RIO ESTATES,C,D1,TD,SHASTA  ,GW
CA4500247,WEST COTTONWOOD APARTMENTS,C,D1,TD,SHASTA  ,GW
CA4500254,ANDERSON PARK VILLAGE,C,D1,TD,SHASTA  ,GW
CA4500255,SACRAMENTO RIVER RV PARK,C,D1,TD,SHASTA  ,GW
CA4500290,PINE GROVE MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500303,TUCKER OAKS EAST WATER DISTRICT,C,D1,T2,SHASTA  ,GW
CA4500313,SHASTA CO CSA # 8 PALO CEDRO,C,D1,TD,SHASTA  ,GW
CA4500314,SHASTA CO CSA # 13 ALPINE MEADOWS,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500317,"SHASTA CSA - FRENCH GULCH, #11",C,D1,T2,SHASTA  ,SW
CA4510001,CITY OF ANDERSON,C,D3,TD,SHASTA  ,GW
CA4510002,MOUNTAIN GATE C.S.D.,C,D2,T2,SHASTA  ,SW
CA4510003,BURNEY WATER DISTRICT,C,D2,There are no treatment plants,SHASTA  ,GW
CA4510004,"SHASTA CSA - JONES VALLEY, #6",C,D2,T3,SHASTA  ,SW
CA4510005,CITY OF REDDING,C,D5,T5,SHASTA  ,SW
CA4510006,CITY OF SHASTA LAKE,C,D3,T3,SHASTA  ,SW
CA4510007,COTTONWOOD WATER DISTRICT,C,D2,There are no treatment plants,SHASTA  ,GW
CA4510008,FALL RIVER VALLEY CSD,C,D2,There are no treatment plants,SHASTA  ,GW
CA4510009,SHASTA FOREST VILLAGE M.W.C.,C,D1,There are no treatment plants,SHASTA  ,GW
CA4510011,CENTERVILLE C.S.D.,C,D2,There are no treatment plants,SHASTA  ,SWP
CA4510013,SHASTA C.S.D.,C,D2,T3,SHASTA  ,SW
CA4510014,BELLA VISTA WATER DISTRICT,C,D3,T5,SHASTA  ,SW
CA4510015,DEL ORO WATER CO.-JOHNSON PARK,C,D1,TD,SHASTA  ,GW
CA4510016,CLEAR CREEK CSD-ANDERSON,C,D2,T5,SHASTA  ,SW
CA4600009,"SIERRA CSA #5, SIERRA BROOKS",C,D1,There are no treatment plants,SIERRA  ,GW
CA4600012,ALLEGHANY COUNTY W.D.,C,D1,There are no treatment plants,SIERRA  ,GW
CA4600017,SIERRA WATER RESOURCES - SIERRA CITY,C,D1,TD,SIERRA  ,GW
CA4600018,SIERRAVILLE P.U.D.,C,D1,TD,SIERRA  ,GW
CA4600019,SIERRA CO. W.W.D #1 CALPINE,C,D1,T1,SIERRA  ,GW
CA4600056,"SIERRA CITY WATER WORKS, INC.",C,D1,There are no treatment plants,SIERRA  ,GW
CA4610001,CITY OF LOYALTON,C,D1,TD,SIERRA  ,GW
CA4610002,DOWNIEVILLE PUBLIC U.D.,C,D1,T2,SIERRA  ,SW
CA4700503,CALLAHAN WATER DISTRICT,C,D1,T2,SISKIYOU  ,SW
CA4700513,HORNBROOK C.S.D.,C,D1,T2,SISKIYOU  ,GW
CA4700521,SISKIYOU CO.SERVICE AREA #5/CARRICK,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700523,GRENADA SANITARY DISTRICT,C,D1,TD,SISKIYOU  ,GW
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700531,TENNANT C.S.D.,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700541,SHASTA HORIZON MOBILE HOME PARK,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700542,ABRAMS LAKE MOBILE ESTATES,C,D1,TD,SISKIYOU  ,GW
CA4700546,CAL ORE MOBILE ESTATES,C,D1,TD,SISKIYOU  ,GW
CA4700549,LAKE SISKIYOU M.W.C.,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700551,COPCO LAKE MWC,C,D1,T1,SISKIYOU  ,GW
CA4700626,COVE MOBILE VILLA,C,D1,TD,SISKIYOU  ,GW
CA4700627,SHASTA CASCADE MOBILEHOME PARK,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700630,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700638,OAK VALLEY ACRES P.O.A.,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700686,SUN MOUNTAIN M.W.C.,C,D1,T1,SISKIYOU  ,GW
CA4700803,SHADOW MOUNTAIN MHP,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700872,MONTE SHASTA M.W.C.,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700880,SISKIYOU LAKE HIGHLANDS MWC,C,D1,T1,SISKIYOU  ,GW
CA4700884,SHASTINA MOBILE ESTATES,C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4700885,COLD CREEK MUTUAL WATER COMPANY,C,,There are no treatment plants,SISKIYOU  ,GW
CA4710001,"DORRIS, CITY OF",C,D1,TD,SISKIYOU  ,GW
CA4710002,"DUNSMUIR, CITY OF",C,D2,There are no treatment plants,SISKIYOU  ,GW
CA4710003,"FORT JONES, TOWN OF",C,D1,There are no treatment plants,SISKIYOU  ,GW
CA4710004,"ETNA, CITY OF",C,D1,T2,SISKIYOU  ,SW
CA4710006,MCCLOUD C.S.D.,C,D2,TD,SISKIYOU  ,GW
CA4710007,"MONTAGUE, CITY OF",C,D2,T3,SISKIYOU  ,SW
CA4710008,"MT. SHASTA, CITY OF",C,D2,There are no treatment plants,SISKIYOU  ,GW
CA4710009,"WEED, CITY OF",C,D2,There are no treatment plants,SISKIYOU  ,GW
CA4710010,"TULELAKE, CITY OF",C,D2,TD,SISKIYOU  ,GW
CA4710011,"YREKA, CITY OF",C,D2,T3,SISKIYOU  ,SW
CA4710012,HAPPY CAMP C.S.D.,C,D2,T2,SISKIYOU  ,SW
CA4710013,LAKE SHASTINA C.S.D,C,D2,There are no treatment plants,SISKIYOU  ,GW
CA4800511,COLLINSVILLE WATER WORKS,C,D1,There are no treatment plants,SOLANO  ,GW
CA4800531,VACA VILLA APARTMENTS,C,D1,TD,SOLANO  ,GW
CA4800561,SNUG HARBOR RV LP,C,D1,T1,SOLANO  ,GW
CA4800564,HIDDEN ACRES TRAILER VILLA,C,D1,TD,SOLANO  ,GW
CA4800589,CRESTA MESA PARQUE,C,D1,There are no treatment plants,SOLANO  ,GW
CA4800753,VINEYARD RV PARK,C,D1,T1,SOLANO  ,GW
CA4810001,CITY OF BENICIA,C,D3,T4,SOLANO  ,SW
CA4810002,CALIFORNIA WATER SERVICE CO. - DIXON,C,D2,T2,SOLANO  ,GW
CA4810003,CITY OF FAIRFIELD,C,D4,T5,SOLANO  ,SW
CA4810004,CITY OF RIO VISTA,C,D2,T2,SOLANO  ,GW
CA4810005,SUISUN-SOLANO WATER AUTHORITY,C,D4,T4,SOLANO  ,SW
CA4810007,CITY OF VALLEJO,C,D5,T5,SOLANO  ,SW
CA4810008,CITY OF VACAVILLE,C,D5,T4,SOLANO  ,SW
CA4810009,CITY OF DIXON,C,D3,T1,SOLANO  ,GW
CA4810010,SID - GIBSON CANYON,C,D1,T3,SOLANO  ,SW
CA4810011,SID - ELMIRA,C,D1,TD,SOLANO  ,GW
CA4810012,SID - QUAIL CANYON,C,D1,TD,SOLANO  ,GW
CA4810013,RURAL NORTH VACAVILLE WATER DISTRICT,C,D1,T2,SOLANO  ,GW
CA4810015,TRAVIS AFB WTP - VALLEJO,C,NR,T3,SOLANO  ,SW
CA4810021,CITY OF VALLEJO-LAKES SYSTEM,C,D2,T3,SOLANO  ,SW
CA4810024,SID - BLUE RIDGE OAKS,C,D1,There are no treatment plants,SOLANO  ,SWP
CA4810025,SID - PLEASANT HILLS RANCH,C,D1,T2,SOLANO  ,SW
CA4810026,SID - PEABODY,C,D1,There are no treatment plants,SOLANO  ,SWP
CA4810701,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,C,D2,T1,SOLANO  ,SWP
CA4810800,CALIFORNIA STATE PRISON - SOLANO,C,D2,T3,SOLANO  ,SW
CA4810801,DELTA CONSERVATION CAMP,C,D1,TD,SOLANO  ,GW
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",C,D1,T1,SONOMA  ,GU
CA4900510,SOUTH CLOVERDALE WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,C,D1,T1,SONOMA  ,GW
CA4900513,MADRONE MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900514,RANCHO DEL PARADISO-CAL WATER SVC (PUC),C,D1,TD,SONOMA  ,GWP
CA4900521,GILL CREEK MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900532,SONOMA COUNTY CSA 41-JENNER,C,D1,T2,SONOMA  ,SW
CA4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,C,D1,T1,SONOMA  ,GW
CA4900536,OCCIDENTAL COMMUNITY SERVICES DISTRICT,C,D1,T1,SONOMA  ,GW
CA4900543,SONOMA COUNTY CSA 41-SALMON CREEK,C,D1,T2,SONOMA  ,SW
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",C,D1,TD,SONOMA  ,GW
CA4900546,HAWKINS WATER CO-CAL WATER SERVICE (PUC),C,D1,T1,SONOMA  ,GW
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900549,SONOMA COUNTY CSA 41-FREESTONE,C,D1,T2,SONOMA  ,SW
CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900552,MICHELE MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900553,PARK ROYAL MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900559,FIRCREST MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900560,KELLY MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900561,WILLOWSIDE MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900562,DIAMOND A MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,C,D1,TD,SONOMA  ,GW
CA4900568,VALLEY FORD WATER ASSOCIATION,C,D1,T1,SONOMA  ,GW
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,C,D1,T1,SONOMA  ,GW
CA4900573,WILSHIRE HEIGHTS MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,C,D1,T1,SONOMA  ,GW
CA4900577,RIO LINDO ADVENTIST ACADEMY,C,D1,T2,SONOMA  ,GU
CA4900578,CARMET BY THE SEA WATER COMPANY,C,D1,T2,SONOMA  ,GU
CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,C,D1,T1,SONOMA  ,GW
CA4900582,LARKIN WOODS MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SONOMA  ,GU
CA4900584,TIMBER COVE COUNTY WATER DISTRICT,C,D1,T2,SONOMA  ,SW
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SONOMA  ,GW
CA4900587,BRAND WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900588,LAWNDALE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SONOMA  ,GWP
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SONOMA  ,GW
CA4900600,RINCON VALLEY MOBILE ESTATES,C,D1,TD,SONOMA  ,GW
CA4900603,RIEBLI MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900605,MARK WEST ACRES MWC,C,D1,There are no treatment plants,SONOMA  ,GW
CA4900608,SIX ACRES WATER COMPANY,C,D1,T1,SONOMA  ,GU
CA4900611,RAINS CREEK WATER DISTRICT,C,D1,T1,SONOMA  ,GW
CA4900612,HEIGHTS MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),C,D1,T1,SONOMA  ,GW
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,C,D1,T1,SONOMA  ,GW
CA4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,C,D1,T1,SONOMA  ,GW
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GU
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900644,BRIDGEHAVEN PARK,C,D1,T2,SONOMA  ,SW
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,C,D1,There are no treatment plants,SONOMA  ,GW
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),C,D1,T2,SONOMA  ,SW
CA4900653,LONE PINE MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900660,YULUPA MUTUAL WATER COMPANY,C,D1,T1,SONOMA  ,GW
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,C,D1,TD,SONOMA  ,GW
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,C,D1,T1,SONOMA  ,GW
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,C,D1,T1,SONOMA  ,GW
CA4900674,PINE HILL TERRACE MOBILE HOME PARK,C,D1,TD,SONOMA  ,GW
CA4900675,ROSELAND MOBILE HOME PARK,C,D1,TD,SONOMA  ,GW
CA4900687,BROOKWOOD MOBILE HOME PARK,C,D1,TD,SONOMA  ,GW
CA4900720,MOBILE HOME ESTATES,C,D1,There are no treatment plants,SONOMA  ,GW
CA4900721,COLONIAL PARK,C,D1,T2,SONOMA  ,GW
CA4900723,SHAMROCK MOBILE HOME PARK,C,D1,T1,SONOMA  ,GW
CA4900728,EVERGREEN MOBILE ESTATES,C,D1,TD,SONOMA  ,GW
CA4900736,CLEAR CREEK WATER COMPANY,C,D1,T1,SONOMA  ,GW
CA4900748,CASINI RANCH CAMPGROUND,C,NR,TD,SONOMA  ,GW
CA4900785,NOEL HEIGHTS-CAL WATER SERVICE (PUC),C,D1,T3,SONOMA  ,GU
CA4900787,PLAZA MOBILE HOME PARK,C,D1,TD,SONOMA  ,GW
CA4900789,BLUE SPRUCE MOBILE HOME PARK,C,D1,T1,SONOMA  ,GW
CA4900791,WESTERN MOBILE HOME PARK,C,D1,T2,SONOMA  ,GW
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900794,SUNSET PARK COMMUNITY,C,D1,TD,SONOMA  ,GW
CA4900795,STONEGATE MOBILE HOME PARK,C,D1,TD,SONOMA  ,GW
CA4900796,SANTA ROSA MOBILE ESTATES,C,D1,T1,SONOMA  ,GW
CA4900797,NORTH STAR MOBILE HOME PARK,C,D1,TD,SONOMA  ,GW
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",C,D1,T1,SONOMA  ,GW
CA4900799,EL PORTAL MOBILE ESTATES,C,D1,T1,SONOMA  ,GW
CA4900832,LEISURE MOBILE HOME PARK,C,D1,TD,SONOMA  ,GW
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900846,ROLLING OAKS ROAD ASSOCIATION,C,D1,TD,SONOMA  ,GW
CA4900850,BODEGA WATER COMPANY,C,D1,T2,SONOMA  ,GU
CA4900871,DE ANZA MOON VALLEY WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,C,D1,T1,SONOMA  ,GW
CA4900893,WEST WATER COMPANY (PUC),C,D1,TD,SONOMA  ,GW
CA4900901,SOBRE VISTA WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4900905,MARK WEST MEADOWS MUTUAL WATER,C,D1,T1,SONOMA  ,GW
CA4900913,ROBIN WAY WATER SYSTEM,C,D1,TD,SONOMA  ,GW
CA4900943,ALLIANCE REDWOODS CONFERENCE GROUNDS,C,D1,T1,SONOMA  ,GW
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4901062,KINNYBROOK MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,C,D1,TD,SONOMA  ,GW
CA4901221,GRATON MUTUAL (GREEN VALLEY HOA),C,D1,TD,SONOMA  ,GW
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,C,D1,T1,SONOMA  ,GW
CA4901290,BODEGA BAY OYSTER COMPANY,C,NR,T1,SONOMA  ,GW
CA4901309,HILTON MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4901346,DELORES LANE WATER SYSTEM,C,D1,TD,SONOMA  ,GW
CA4901355,TERRACE VIEW WATER SYSTEM,C,D1,TD,SONOMA  ,GW
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,C,D1,TD,SONOMA  ,GW
CA4901445,JAMES COURT WATER SYSTEM,C,D1,T1,SONOMA  ,GW
CA4910002,"CLOVERDALE, CITY OF",C,D2,T3,SONOMA  ,GU
CA4910003,PENNGROVE WATER COMPANY (PUC),C,D2,There are no treatment plants,SONOMA  ,GWP
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE,C,D2,T2,SONOMA  ,GW
CA4910005,"HEALDSBURG, CITY OF",C,D3,T3,SONOMA  ,GU
CA4910006,"PETALUMA, CITY OF",C,D4,T1,SONOMA  ,GW
CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",C,D2,T3,SONOMA  ,SW
CA4910008,RUSSIAN RIVER COUNTY WATER DISTRICT,C,D2,T1,SONOMA  ,GW
CA4910009,"SANTA ROSA, CITY OF",C,D5,T1,SONOMA  ,GW
CA4910010,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,C,D1,There are no treatment plants,SONOMA  ,GWP
CA4910011,"SEBASTOPOL, CITY OF",C,D2,T2,SONOMA  ,GW
CA4910012,"SONOMA, CITY OF",C,D3,T1,SONOMA  ,GW
CA4910013,VALLEY OF THE MOON WATER DISTRICT,C,D4,T2,SONOMA  ,GW
CA4910014,"ROHNERT PARK, CITY OF",C,D4,T2,SONOMA  ,GW
CA4910016,"COTATI, CITY OF",C,D2,T2,SONOMA  ,GW
CA4910017,"WINDSOR, TOWN OF",C,D4,T3,SONOMA  ,GW
CA4910018,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),C,D1,TD,SONOMA  ,GW
CA4910019,FORESTVILLE WATER DISTRICT,C,D2,There are no treatment plants,SONOMA  ,GWP
CA4910020,SONOMA COUNTY WATER AGENCY,C,D5,T5,SONOMA  ,GW
CA4910021,BODEGA BAY PUBLIC UTILITY DISTRICT,C,D3,T2,SONOMA  ,GW
CA4910022,CANON MANOR WATER SYSTEM,C,D1,T1,SONOMA  ,GW
CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),C,D3,T2,SONOMA  ,GW
CA4910024,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),C,D1,T1,SONOMA  ,GW
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),C,D1,T1,SONOMA  ,GW
CA4910026,ODD FELLOWS RECREATION CLUB,C,D1,TD,SONOMA  ,GW
CA4910027,SONOMA STATE UNIVERSITY,C,D3,T1,SONOMA  ,GW
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,C,D2,T2,SONOMA  ,GW
CA4910029,CAMP MEEKER WATER SYSTEM,C,D1,T1,SONOMA  ,GW
CA4910701,U.S. COAST GUARD TRAINING CENTER,C,D2,T1,SONOMA  ,GWP
CA5000005,CROWS LANDING COMM SVC DISTRICT,C,D1,There are no treatment plants,STANISLAUS  ,GW
