PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype,SWRCB_LPA,CPUC
CA2000849,MD 60 DILLON ESTATES,LPA50 - MADERA COUNTY,Maintenance District,NA,LPA,NO
CA2000757,MD 63 MEADOW SPRINGS RANCH,LPA50 - MADERA COUNTY,Maintenance District,NA,LPA,NO
CA2000690,MD 73 QUARTZ MOUNTAIN,LPA50 - MADERA COUNTY,Maintenance District,NA,LPA,NO
CA2000511,MD 85 VALETA,LPA50 - MADERA COUNTY,Maintenance District,NA,LPA,NO
CA2000692,MD 95 RANCHOS WEST,LPA50 - MADERA COUNTY,Maintenance District,NA,LPA,NO
CA2210924,YOSEMITE WEST WATER SYSTEM,DISTRICT 11 - MERCED,Maintenance District,NA,SWRCB,NO
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,DISTRICT 26 - IMPERIAL,Maintenance District,NA,SWRCB,NO
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,DISTRICT 26 - IMPERIAL,Maintenance District,NA,SWRCB,NO
CA3901348,FAIROAKS PWS #44,DISTRICT 10 - STOCKTON,Maintenance District,NA,SWRCB,NO
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,DISTRICT 10 - STOCKTON,Maintenance District,NA,SWRCB,NO
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,DISTRICT 10 - STOCKTON,Maintenance District,NA,SWRCB,NO
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,DISTRICT 10 - STOCKTON,Maintenance District,NA,SWRCB,NO
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,DISTRICT 10 - STOCKTON,Maintenance District,NA,SWRCB,NO
CA3910017,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,DISTRICT 10 - STOCKTON,Maintenance District,NA,SWRCB,NO
CA3901303,ACAMPO WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900517,ALMOND PARK WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900702,CORRAL HOLLOW PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900724,ELKHORN ESTATES WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900543,MAURLAND MANOR WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900512,MORADA ACRES WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3901337,MORADA ESTATES N PWS #46,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900722,MORADA ESTATES PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900523,MORADA MANOR WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3901092,SAN JOAQUIN WATER WORKS #2,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900720,SHADED TERRACE PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900927,SPRING CREEK ESTATES PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3901113,WALNUT ACRES,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3901159,WILKINSON MANOR A-ZONE PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900563,GAYLA MANOR PWS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA3900558,RANCHO SAN JOAQUIN WATER SYS,LPA69 - SAN JOAQUIN COUNTY,Maintenance District,NA,LPA,NO
CA0103041,TRAILER HAVEN MOBILE HOME PARK,DISTRICT 04 - SAN FRANCISCO,Mobile Home Park,NA,SWRCB,NO
CA0202522,SIERRA PINES MOBILE HOME PARK,LPA32 - ALPINE COUNTY,Mobile Home Park,NA,LPA,NO
CA0300024,FOREST POINT MHC,DISTRICT 10 - STOCKTON,Mobile Home Park,NA,SWRCB,NO
CA0300053,RANCHO DEL ORO MHP,DISTRICT 10 - STOCKTON,Mobile Home Park,NA,SWRCB,NO
CA0300011,SUTTER PINES MHP,DISTRICT 10 - STOCKTON,Mobile Home Park,NA,SWRCB,NO
CA0400040,ALMOND GROVE MOBILE PARK,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400051,DINGERVILLE USA PARK,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400027,FOOTHILLS MANUFACTURED HOME COMMUNUTY,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400042,FOREST VILLAGE LLC,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400030,GOLDEN FEATHER MHP,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400023,GOLDEN OAKS MOBILE ESTATES,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400026,MEADOWBROOK OAKS,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400019,OROVILLE MOBILE HOME PARK,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400020,PLEASANT GROVE MHP,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0400021,ROBINSON'S CORNER MHP,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,LPA,NO
CA0500068,DUNROVIN MOBILE HOME VILLAGE,LPA35 - CALAVERAS COUNTY,Mobile Home Park,NA,LPA,NO
CA0500075,LAKESIDE MOBILE ESTATES,LPA35 - CALAVERAS COUNTY,Mobile Home Park,NA,LPA,NO
CA0707523,BETHEL ISLAND ESTATES,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707575,BETHEL ISLAND MHC,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707588,BIG OAK MOBILE HOME PARK WATER,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707598,CAMINO MOBILEHOME,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707603,CLAYTON PALMS WATER,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707553,RIVERVIEW MOBILE HOMES,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707597,SANDY POINT MOBILE HOME PARK,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707608,MARINA MOBILE MANOR,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707601,RUSSOS MOBILE PARK,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0707589,BELLA VISTA WATER SYS,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,LPA,NO
CA0800603,BUTTE COURT MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA0800700,LAS PALMAS MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA0800552,NORTHCREST TRAILER CITY,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA0800800,PINE GROVE TRAILER PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA0800605,WEST PARK PROPERTIES,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA0900422,CRYSTAL CAVES MHP,LPA39 - EL DORADO COUNTY,Mobile Home Park,NA,LPA,NO
CA0900102,GOLD BEACH PARK,LPA39 - EL DORADO COUNTY,Mobile Home Park,NA,LPA,NO
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",LPA39 - EL DORADO COUNTY,Mobile Home Park,NA,LPA,NO
CA1000238,CAMDEN TRAILER PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000229,GREEN ACRES MOBILE HOME ESTATE,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000267,KINGS CANYON MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000265,MARY LOU MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000257,MT ARARAT MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000259,NEW HORIZONS MOBILE/RV PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000405,PIEDRA PARK ASSOCIATION,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000426,RIVERBEND MOBILE HOME & RV PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000260,SANDY CREEK VILLAGE MHP,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000244,SHADY LAKES MOBILE HOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000247,SHERWOOD FOREST MHP,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000378,SUNSET WEST COMMUNITY LLC,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000299,THREE PALMS MOBILEHOME PARK,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1000298,WOODWARD BLUFFS MHP,DISTRICT 23 - FRESNO,Mobile Home Park,NA,SWRCB,NO
CA1100413,COUNTRY LEISURE MOBILE ESTATES,DISTRICT 21 - VALLEY,Mobile Home Park,NA,SWRCB,NO
CA1100444,ORLAND ESTATES MOBILE H.P.,DISTRICT 21 - VALLEY,Mobile Home Park,NA,SWRCB,NO
CA1100445,ORLAND MOBILE H.P.,DISTRICT 21 - VALLEY,Mobile Home Park,NA,SWRCB,NO
CA1100436,ORLAND OAKS MHP,DISTRICT 21 - VALLEY,Mobile Home Park,NA,SWRCB,NO
CA1100452,SHADY OAKS TRAILER PARK,DISTRICT 21 - VALLEY,Mobile Home Park,NA,SWRCB,NO
CA1100254,VOYLES TRAILER PARK,DISTRICT 21 - VALLEY,Mobile Home Park,NA,SWRCB,NO
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,DISTRICT 21 - VALLEY,Mobile Home Park,NA,SWRCB,NO
CA1200643,BEACH CREEK MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA1200687,RIVERBEND MOBILE HOME PARK,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA1200706,TRINIDAD EXTENDED STAY RV,DISTRICT 01 - KLAMATH,Mobile Home Park,NA,SWRCB,NO
CA1300550,COUNTRY LIFE MH & RV PARK,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,LPA,NO
CA1300575,DATE GARDENS MOBILE HOME PARK,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,LPA,NO
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,LPA,NO
CA1300572,VALLEY MOBILE HOME PARK,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,LPA,NO
CA1300626,SUNBEAM LAKE RV RESORT,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,LPA,NO
CA1300628,IMPERIAL LAKES INC.,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,LPA,NO
CA1300629,JACKSON HIDE-A-WAY,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,LPA,NO
CA1400030,GLENWOOD MOBILE ESTATES,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,NA,SWRCB,NO
CA1410007,HIGHLAND MOBILE HOME PARK,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,NA,SWRCB,NO
CA1400144,SUNLAND VILLAGE MOBILE HOME PARK,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,NA,SWRCB,NO
CA1400059,BROOKSIDE MOBILE HOME PARK,DISTRICT 13 - SAN BERNARDINO,Mobile Home Park,NA,SWRCB,NO
CA1400020,ABERDEEN WATER SYSTEM,DISTRICT 27 - MOJAVE,Mobile Home Park,NA,SWRCB,NO
CA1400037,FOOTHILL MOBILE HOME PARK,DISTRICT 27 - MOJAVE,Mobile Home Park,NA,SWRCB,NO
CA1500452,RIVERDALE VILLAGE,DISTRICT 12 - VISALIA,Mobile Home Park,NA,SWRCB,NO
CA1500485,ANTELOPE VALLEY MOBILE ESTATES,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1502247,DESERT BREEZE MOBILE HOME ESTATES,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1500461,FOUNTAIN TRAILER PARK WATER,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1500459,LAKE OF THE WOODS MOBILE VILLAGE,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1500481,RIVERNOOK CAMPGROUND,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1502232,ROSAMOND MOBILEHOME PARK,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1502564,SIERRA MEADOWS,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1500588,SON SHINE PROPERTIES,DISTRICT 12 - VISALIA,Mobile Home Park,NA,SWRCB,NO
CA1500571,KERN MOBILE ESTATES LLC,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,SWRCB,NO
CA1600002,SUNSET VISTA ESTATES MHP,LPA46 - KINGS COUNTY,Mobile Home Park,NA,LPA,NO
CA1700610,BELLA LAGO MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1700589,BLUE LAKES MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1700609,LAZY S MOBILE RANCH,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1700580,TWIN CREEKS MOBILE AND RV VILLAGE,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1700674,WALNUT COVE MOBILE ESTATES,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1700584,WESTWIND MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1700595,CAL 20 VILLAGE AND MEADOW POINTE PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1700592,KONOCTI SHORES,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA1800522,HONEY LAKE CAMPGROUND,DISTRICT 02 - LASSEN,Mobile Home Park,NA,SWRCB,NO
CA1800524,LASSEN MOBILE HOME PARK,DISTRICT 02 - LASSEN,Mobile Home Park,NA,SWRCB,NO
CA1800523,PINEVIEW MOBILE HOME PARK,DISTRICT 02 - LASSEN,Mobile Home Park,NA,SWRCB,NO
CA1910099,PARADISE RANCH MHP,DISTRICT 15 - METROPOLITAN,Mobile Home Park,NA,SWRCB,NO
CA1910066,LEISURE LAKE MOBILE ESTATES,DISTRICT 22 - ANGELES,Mobile Home Park,NA,SWRCB,NO
CA1900942,ALPINE SPRINGS MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900975,CALI LAKE RV RESORT,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900843,CALIFORNIAN MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900529,CAMP WILLIAMS-RESORT WATER,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900817,CLEAR SKIES MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900636,EL RANCHO MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900649,GOLDEN SANDS MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900038,LANCASTER PARK MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900913,LILY OF THE VALLEY MOBILE VILLAGE,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900785,MITCHELL'S AVENUE E MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900537,OAK GROVE FAMILY PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900868,RIVERS END TRAILER PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900907,SHERWOOD MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900520,THE VILLAGE MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900541,WESTERN SKIES MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900961,WINTERHAVEN MOBILE ESTATES,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900693,DESERT PALMS MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900721,TERRA NOVA MOBILE HOME PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA1900055,BLUE SKIES TRAILOR PARK,LPA49 - LA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000595,MADERA MH & RV PARK,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000589,MAMMOTH POOL MOBILE HOME PARK,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000775,OAK CREEK MOBILE HOME PARK,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000593,OAKHURST MOBILE HOME ESTATES,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000828,SHADY OAKS MOBILE HOME PARK LLC,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000605,WHISPERING PINES MHP,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2000608,WILDWOOD MOBILE HOME PK INC,LPA50 - MADERA COUNTY,Mobile Home Park,NA,LPA,NO
CA2210905,"MCCLURE BOAT CLUB, INC.",DISTRICT 11 - MERCED,Mobile Home Park,NA,SWRCB,NO
CA2210925,YOSEMITE TERRACE ESTATES,DISTRICT 11 - MERCED,Mobile Home Park,NA,SWRCB,NO
CA2300646,BELLA SHORES MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300892,COVELO MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300717,CREEKSIDE CABINS & RV RESORT,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300743,DOLPHIN ISLE MARINA,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300705,LITTLE LAKE MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300638,WILDWOOD CAMPGROUND,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300644,WOODSIDE RV PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300663,BRANSCOMB MOBILE HOME PARK,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300634,OCEAN'S EDGE ESTATES,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300668,POINT CABRILLO HIGHLANDS,DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2300667,"WOODS, THE (MENDOCINO)",DISTRICT 03 - MENDOCINO,Mobile Home Park,NA,SWRCB,NO
CA2400053,EL NIDO MOBILE HOME PARK,DISTRICT 11 - MERCED,Mobile Home Park,NA,SWRCB,NO
CA2400084,EVERGREEN MOBILE HOME PARK,DISTRICT 11 - MERCED,Mobile Home Park,NA,SWRCB,NO
CA2600547,CROWLEY LAKE TRAILER PARK,LPA56 - MONO COUNTY,Mobile Home Park,NA,LPA,NO
CA2600622,SIERRA EAST HOA,LPA56 - MONO COUNTY,Mobile Home Park,NA,LPA,NO
CA2700606,HIDDEN VIEWS MHP WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2702405,JENSEN MHP WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2701355,PRINCES CAMP RESORT WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2700792,SUMMERHILL MHP WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2701687,VALLEY OAKS MHP WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2702256,NORTH SHORE ESTATES WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2700970,ROYAL SIERRA ESTATES WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2701701,BRADLEY-LOCKWOOD RD WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2700522,CABANA HOLIDAY WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2700992,MILLER'S LODGE WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2701553,POND-DEROSA OAKS WC,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2700772,STRUVE RD WS #02,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2701906,LAKE SAN ANTONIO PARK WS,LPA57 - MONTEREY COUNTY,Mobile Home Park,NA,LPA,NO
CA2800543,CAPELL VALLEY ESTATES,LPA58 - NAPA COUNTY,Mobile Home Park,NA,LPA,NO
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,LPA59 - NEVADA COUNTY,Mobile Home Park,NA,LPA,NO
CA2900530,ROUGH & READY MOBILEHOME VILLAGE,LPA59 - NEVADA COUNTY,Mobile Home Park,NA,LPA,NO
CA2900531,CREEKSIDE VILLAGE,LPA59 - NEVADA COUNTY,Mobile Home Park,NA,LPA,NO
CA3100043,GOLD HILL MOBILEHOME PARK,LPA61 - PLACER COUNTY,Mobile Home Park,NA,LPA,NO
CA3100069,AUBURN RIDGE WOODS,LPA61 - PLACER COUNTY,Mobile Home Park,NA,LPA,NO
CA3100040,SHADY GLEN COMM WATER SYSTEM,LPA61 - PLACER COUNTY,Mobile Home Park,NA,LPA,NO
CA3200127,ARLINGTON HEIGHTS MHP,LPA62 - PLUMAS COUNTY,Mobile Home Park,NA,LPA,NO
CA3200114,EVERGREEN MOTEL & MHP,LPA62 - PLUMAS COUNTY,Mobile Home Park,NA,LPA,NO
CA3200148,FEATHER RIVER RV & MHP,LPA62 - PLUMAS COUNTY,Mobile Home Park,NA,LPA,NO
CA3200189,VALIVU ESTATES MHP,LPA62 - PLUMAS COUNTY,Mobile Home Park,NA,LPA,NO
CA3200138,MEADOW EDGE MHP,LPA62 - PLUMAS COUNTY,Mobile Home Park,NA,LPA,NO
CA3301534,RANCHO CALIMESA MOBILE HOME PARK,DISTRICT 20 - RIVERSIDE,Mobile Home Park,NA,SWRCB,NO
CA3301018,ANZA PINES MOBILE HOME PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301045,BLYTHE MOBILE HOME ESTATES,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301803,CASTRO TRAILER PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301209,DESERT VIEW TRAILER PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301247,ELMS MOBILE PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301169,MURRIETA PALMS MOBILE HOME PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301482,ORTEGA OAKS RV PARK&CAMPGROUND,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301380,SAINT ANTHONY TRAILER PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3303035,THERMAL PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301717,VALLEY VIEW TRAILER PARK,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301171,BRADFORD RUN RV,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301943,PLANTATION ON THE LAKE PARK,DISTRICT 20 - RIVERSIDE,Mobile Home Park,NA,SWRCB,NO
CA3301028,BALDY MOUNTAIN RANCH,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301040,RIVERDALE ESTATES,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3301990,AMEZCUA - GARCIA WATER,LPA63 - RIVERSIDE COUNTY,Mobile Home Park,NA,LPA,NO
CA3410022,OLYMPIA MOBILODGE,DISTRICT 09 - SACRAMENTO,Mobile Home Park,NA,SWRCB,NO
CA3400103,B & W RESORT MARINA,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400150,DELTA CROSSING MHP,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400433,EDGEWATER MOBILE HOME PARK,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400122,EL DORADO WEST MHP,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400191,ELEVEN OAKS MOBILE HOME COMMUNITY,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400125,FREEPORT MARINA,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400128,HAPPY HARBOR (SWS),LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400335,HOLIDAY MOBILE VILLAGE,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400135,KORTHS PIRATES LAIR,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400397,LAGUNA VILLAGE RV PARK,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
CA3400179,MC CLELLAN MHP,LPA64 - SACRAMENTO COUNTY,Mobile Home Park,NA,LPA,NO
