"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","hasnotreceivedfunding","didnotapplycovid","SC3i_Count_Distribution","Service_disruptions","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any","FAILING","MHI_KD","Percent.hispanicorlatino","Percent.white","Percent.black","Percent.asian","Percent.renter"
"1812","CA5510033","TUD-SCENIC VIEW/SCENIC BROOK","DISTRICT 11 - MERCED","County Water District",NA,"Yes","Yes","Full",NA,"Full",NA,122,339,95533.58783,12.25744798,"Not At-Risk",0,40338.35,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","TUOLUMNE  ","SW","SW","Self-produced",5.82894561761021,"2","2","Yes",NA,"NONE",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",NA,NA,NA,NA,NA,NA
"1813","CA5500363","TUD-WARDS FERRY RANCHES","DISTRICT 11 - MERCED","County Water District",NA,"Yes","Yes","Full",NA,"Full",NA,22,62,95589.47217,24.86314178,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","TUOLUMNE  ","GW","GW","Self-produced",4.14313472639153,"2","2","No",NA,"NONE",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",114815.143704101,8.57829824279766,88.6789190306382,0,1.6282662432644,18.0631596123328
"1814","CA5510003","TUD - TUOLUMNE WATER SYSTEM","DISTRICT 11 - MERCED","County Water District",NA,"Yes","Yes","Full",NA,"Full",NA,703,1744,60871.10744,9.222244759,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","TUOLUMNE  ","SW","SW","Self-produced",7.46450983463653,"2","2","No",NA,"High",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",NA,28.2901836583246,56.8322278295481,3.41089407782019,7.43603881810855,36.4468542521231
"1815","CA5610063","CAMROSA WATER DISTRICT","DISTRICT 06 - SANTA BARBARA","County Water District",NA,"Yes","Yes","Full",NA,"Full",NA,9034,32700,130177.6825,11.71549611,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","VENTURA  ","SWP","SW","Purchased",10.3951609374575,"2","2","No",NA,"NONE",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",126693.279657676,22.4687324031318,61.4590074356137,3.0936197968117,8.78816855132373,25.0449512584972
"1816","CA5610005","MEINERS OAKS CWD","DISTRICT 06 - SANTA BARBARA","County Water District",NA,"Yes","Yes","Full",NA,"Full",NA,1280,4200,69706.13992,15.62074173,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","VENTURA  ","SWP","SW","Purchased",8.34307787116938,"2","2","No",NA,"NONE",NA,"1","1","Yes","0","0","1","1","0","0","Not failing",86273.7491814257,23.5829564739371,67.72166909472,0.536415081775376,1.90393444776476,28.1622400895869
"1817","CA5610022","VENTURA RIVER WATER DISTRICT","DISTRICT 06 - SANTA BARBARA","County Water District",NA,"Yes","Yes","Full",NA,"Full",NA,2171,6100,89287.65368,13.06297784,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"Yes","Yes","C","VENTURA  ","SWP","SW","Purchased",8.71620797115185,NA,NA,"No","No","NONE","Yes",NA,"0","No",NA,NA,"0","0","0","0","Failing",93235.2456666421,22.8844701353491,71.9038932553756,0.0949309594551919,0.904232210213884,18.8386724634104
"1818","CA5810002","LINDA COUNTY WATER DISTRICT","DISTRICT 21 - VALLEY","County Water District",NA,"Yes","Yes","Full",NA,"Full",NA,5362,21654,46317.19656,37.03860037,"Potentially At-Risk",1,12087000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","MEDIUM","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","YUBA  ","GW","GW","Self-produced",9.98299165364873,"1","1","Yes",NA,"NONE",NA,"1",NA,NA,"2","1","0","0","0","0","Not failing",59220.3783520899,42.5633276536947,32.4779615773477,2.32826965957801,12.7036068306824,55.3560564475892
"1819","CA0300037","JACKSON VALLEY IRRIGATION DISTRICT","DISTRICT 10 - STOCKTON","Irrigation District",NA,"Yes","Yes","Variable","Limited","Limited",NA,355,3553,112431.0784,27.85813484,"At-Risk",0.5,12039425,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","VERY HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","AMADOR  ","SW","SW","Self-produced",8.1758290087146,"2","2","Yes","Yes","NONE","No","2","0","No","1","1","0","0","0","0","Not failing",118018.222476013,10.6084108563959,77.4042452076519,0.791836292650735,2.18150611493037,18.5827647055696
"1820","CA0410003","DURHAM IRRIGATION DISTRICT","DISTRICT 21 - VALLEY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,479,1581,98610.51958,21.44246323,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Less than 1.5%","Did not complete survey","No","C","BUTTE  ","GW","GW","Self-produced",7.3664451483276,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",105936.21548109,12.9844282592805,69.1506131917998,11.2604434480862,3.14509444822318,39.860788708501
"1821","CA0410007","PARADISE IRRIGATION DISTRICT","DISTRICT 21 - VALLEY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,9368,9142,63191.32093,19.16895284,"Not At-Risk",0.5,24167540,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","BUTTE  ","SW","SW","Self-produced",9.12074383816443,"2","2","Yes",NA,"NONE",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",NA,9.65196285926402,79.8084998276972,0.807037160500066,1.25412296399473,27.8148411563159
"1822","CA0410008","THERMALITO WATER & SEWER DIST","DISTRICT 21 - VALLEY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,3141,12136,57568.7271,34.80836584,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","BUTTE  ","SW","SW","Self-produced",9.40401391710636,"2","2","No",NA,"NONE",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",NA,18.3888995207128,51.4753547303072,0.754991950846114,21.9673950513569,42.4335650759596
"1823","CA0910001","EL DORADO ID - MAIN","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,43500,132171,104307.0744,10.40178166,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","C","EL DORADO  ","SW","SW","Self-produced",11.7918593836643,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4359572968441,76.3138038995837,0.752239150599154,5.28331347025909,20.6450467463893
"1824","CA0910018","EL DORADO ID - OUTINGDALE","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,191,535,92590.44168,9.618286504,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","VERY HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","EL DORADO  ","SW","SW","Self-produced",6.2841341610708,"2","2","No","No","High","Yes","2",NA,NA,"1","1","0","0","0","0","Not failing",99946.5314251501,3.76267498952855,83.300496179145,0,0,14.6574599356127
"1825","CA0910017","EL DORADO ID - STRAWBERRY","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,149,400,98125.30902,11.09044493,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","EL DORADO  ","SW","SW","Self-produced",5.99396142730657,"2","2","No",NA,"High",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",120164.700071896,0.551929717911541,73.0793848701954,0,2.63570754169682,0
"1826","CA1300588","IID VILLAGE","LPA43 - IMPERIAL COUNTY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,18,37,19167,21.07749916,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH",NA,"Did not complete survey","No","C","IMPERIAL  ","GW","GW","Self-produced",3.63758615972639,NA,NA,"No","No","NONE","Yes",NA,"0","No",NA,NA,"0","0","1","1","Not failing",34167,25.4970760233918,13.0994152046784,0,0,64.2857142857143
"1827","CA1910035","KINNELOA IRRIGATION DIST.","DISTRICT 07 - HOLLYWOOD","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,592,1953,216550.1932,10.93402522,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Less than 1.5%","No","No","C","LOS ANGELES  ","GW","GW","Self-produced",7.57763383260273,"2","2","No","No","NONE","Yes","2","0","No","1","1","0","0","1","1","Not failing",216272.78955892,11.2338906788428,61.6204353956734,0.288909912885023,22.4408552010364,8.20707119494804
"1828","CA1910102","PALMDALE WATER DIST.","DISTRICT 07 - HOLLYWOOD","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,27257,126804,75012.70574,32.72100578,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","LOS ANGELES  ","SW","SW","Self-produced",11.7504057523845,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1045511608691,11.8727269494767,12.9444479424581,2.4250541473855,39.403728612912
"1829","CA2910004","NEVADA ID - E. GEORGE, BANNER MOUNTAIN","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,6154,17154,67256.35956,22.43161216,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","MEDIUM","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","NEVADA  ","SW","SW","Self-produced",9.75004495529255,"1","1","No",NA,"NONE",NA,"1",NA,NA,"2","1","0","0","0","0","Not failing",NA,8.48081499440502,83.9885401340681,0.606960323402412,2.27617945684317,51.7655774521532
"1830","CA2910014","NEVADA ID - LAKE OF PINES","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,2470,6870,115450.9317,9.444915855,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","NEVADA  ","SW","SW","Self-produced",8.83506493503108,"1","1","No",NA,"High",NA,"1",NA,NA,"2","1","0","0","0","0","Not failing",NA,12.7619068186273,83.3887327530537,0,0.60011290035828,12.090183999193
"1831","CA2910023","NEVADA ID - LAKE WILDWOOD","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,3229,9108,79898.61887,9.647195767,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","NEVADA  ","SW","SW","Self-produced",9.11701821474481,"1","1","No","No","High","Yes","1",NA,NA,"2","1","0","0","0","0","Not failing",NA,14.0969905726244,80.6921951722502,9.65766643692573e-07,1.84264375052681,19.455315240053
"1832","CA2910006","NEVADA ID - LOMA RICA","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,4994,14072,76654.49465,8.049618895,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","NEVADA  ","SW","SW","Self-produced",9.55201334699657,"1","1","No",NA,"High",NA,"1",NA,NA,"2","1","0","0","0","0","Not failing",NA,8.32446873323497,86.8132518490168,0.734035571456277,0.474728240550015,11.1753626727786
"1833","CA3110026","NEVADA ID - NORTH AUBURN","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,2384,6870,81475.1205,13.2868693,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","PLACER  ","SW","SW","Self-produced",8.83506493503108,"1","1","No",NA,"NONE",NA,"1",NA,NA,"2","1","0","0","0","0","Not failing",67647.3254874199,26.7257764263283,61.4068531329699,2.11701728699158,1.77450153545499,43.942685022805
"1834","CA3310002","BEAUMONT CHERRY VALLEY WD","DISTRICT 20 - RIVERSIDE","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,20876,49241,100975.295,25.1369053,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","RIVERSIDE  ","GW","GW","Self-produced",10.8045021968578,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,46.3454440241697,34.0903448011802,9.53543088992643,6.52484577257877,22.4993532983872
"1835","CA3410004","CARMICHAEL WATER DISTRICT","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,11716,41193,95718.65895,19.67658553,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SACRAMENTO  ","GU","GW","Self-produced",10.6260478936644,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,15.7620201869284,63.3912242232629,6.02914716432142,8.41925396326072,47.9888329755175
"1836","CA3410006","CITRUS HEIGHTS WATER DISTRICT","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,20250,67758,81575.64935,13.83206097,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Less than 1.5%","Yes","Yes","C","SACRAMENTO  ","SWP","SW","Purchased",11.1237125712477,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",82960.7882367372,17.9646157387717,69.8677396808969,3.03593858321786,4.17130213817234,42.8981906541812
"1837","CA3410009","FAIR OAKS WATER DISTRICT","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,14277,36226,110200.9819,12.75674762,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SACRAMENTO  ","SWP","SW","Purchased",10.4975599761548,"2","2","No",NA,"NONE",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",NA,12.9545177510547,75.1093571361208,1.96544673758898,3.80926864419772,28.5065351292153
"1838","CA3710013","LAKESIDE WD","DISTRICT 14 - SAN DIEGO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,6958,35500,99702.74463,19.33649335,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN DIEGO  ","SWP","SW","Purchased",10.4773161440809,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",93280.3543538653,24.7036664030549,67.2748253411325,1.60320314180318,1.17766663569114,40.974912631686
"1839","CA3710010","HELIX WATER DISTRICT","DISTRICT 14 - SAN DIEGO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,56598,277418,92805.65581,22.44231258,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN DIEGO  ","SW","SW","Self-produced",12.533284277668,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4558594934974,50.1817648339964,7.43114094967894,5.10030293024719,50.2192519376207
"1840","CA3710023","SANTA FE I.D.","DISTRICT 14 - SAN DIEGO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,6539,21539,180959.5695,6.260191237,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","SAN DIEGO  ","SW","SW","Self-produced",9.97766695071038,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,13.470618862808,72.177302852552,0.856778551031552,5.61818655979304,27.4712517812804
"1841","CA3710027","VISTA IRRIGATION DISTRICT","DISTRICT 14 - SAN DIEGO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,27782,132838,98672.54659,17.07216238,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN DIEGO  ","SW","SW","Self-produced",11.7968931476093,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8107768979695,38.868963446987,2.742247114158,4.95105768931305,46.2955680621675
"1842","CA4810025","SID - PLEASANT HILLS RANCH","DISTRICT 04 - SAN FRANCISCO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,27,89,179091,18.68733464,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","HIGH","NONE","NONE","NONE","NONE","UNKNOWN","Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",4.49980967033027,NA,"1","No","No","NONE","Yes","1","0","No","1","1","0","0","0","0","Failing",194091,3.09278350515464,93.8144329896907,0,3.09278350515464,0
"1843","CA4810024","SID - BLUE RIDGE OAKS","DISTRICT 04 - SAN FRANCISCO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,19,63,154725.595,14.60465427,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","SOLANO  ","SWP","SW","Purchased",4.15888308335967,"1","1","No",NA,"High",NA,"1","0","No","2","1","0","0","0","0","Not failing",119412.583046237,13.2197275333117,37.498423128107,10.1595164099058,29.1126399348557,46.1361249999474
"1844","CA4810011","SID - ELMIRA","DISTRICT 04 - SAN FRANCISCO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,88,290,109902.6359,24.71791081,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SOLANO  ","GW","GW","Self-produced",5.67332326717149,"2","2","No",NA,"High",NA,"1","0","No","0","0","0","0","0","0","Not failing",145613.705674946,14.3401922281193,49.7499778455822,8.79719013768181,12.1532681947895,4.92356783602115
"1845","CA4810010","SID - GIBSON CANYON","DISTRICT 04 - SAN FRANCISCO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,162,535,110814.5423,18.66322484,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","HIGH","1.5% or greater AND less than 2.5%","Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",6.2841341610708,"1","1","No",NA,"NONE",NA,"1","0","No","2","1","0","0","0","0","Not failing",118215.991518565,20.5202750402967,64.445281524872,0.103105276185393,3.861698444964,12.4821174371561
"1846","CA4810026","SID - PEABODY","DISTRICT 04 - SAN FRANCISCO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,17,56,145118.1443,24.63880924,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","SOLANO  ","SWP","SW","Purchased",4.04305126783455,"2","1","No",NA,"High",NA,"2","0","No","2","1","0","0","0","0","Not failing",162886.229878893,15.5025330179663,26.1019608046459,15.619680952932,30.3403344028726,18.6001706694636
"1847","CA4810012","SID - QUAIL CANYON","DISTRICT 04 - SAN FRANCISCO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,40,132,179091,18.68733464,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","HIGH","UNKNOWN","Yes","Yes","C","SOLANO  ","GW","GW","Self-produced",4.89034912822175,NA,"2","No",NA,"High",NA,"1","0","No","0","0","0","0","0","0","Not failing",194091,3.09278350515464,93.8144329896907,0,3.09278350515464,0
"1848","CA5000433","OID-OAKDALE RURAL WATER SYSTEM #1","DISTRICT 10 - STOCKTON","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,473,1570,116742.3019,30.0818858,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","No","No","C","STANISLAUS  ","GW","GW","Self-produced",7.35946763825562,"2","2","No",NA,"NONE",NA,"2","1","Yes","1","1","1","1","0","0","Not failing",124219.627912034,15.6378408704297,78.4763846948155,0,3.46230713557777,6.38016106611888
"1849","CA5010040","SOUTH SAN JOAQUIN IRRIGATION DISTRICT","DISTRICT 10 - STOCKTON","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,8,0,87850.30392,35.15631649,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","STANISLAUS  ","SW","SW","Self-produced",0,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","CA5010038","MODESTO IRRIGATION DISTRICT","DISTRICT 10 - STOCKTON","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,2,18,72551.1016,38.38704207,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","STANISLAUS  ","SW","SW","Self-produced",2.94443897916644,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","CA5000015","OID #22 - WILLIAMS TRACT","LPA80 - STANISLAUS COUNTY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,53,150,79888.02705,41.0449843,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"Did not complete survey","No","C","STANISLAUS  ","GW","GW","Self-produced",5.01727983681492,NA,NA,"No",NA,"High",NA,NA,"2","Yes",NA,NA,"1","1","0","0","Not failing",92130,44.7484554280671,49.3674610179465,1.17681671079729,0.147102088849662,28.6303630363036
"1852","CA5000014","OID #46 - SUNSET OAKS","LPA80 - STANISLAUS COUNTY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,79,269,109219,30.0818858,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"Did not complete survey","No","C","STANISLAUS  ","GW","GW","Self-produced",5.59842195899838,NA,NA,"No",NA,"NONE",NA,NA,"0","No",NA,NA,"0","0","0","0","Not failing",124219,15.6376226197346,78.4766301211772,0,3.46220427005193,6.38002773925104
