"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"1916","CA0400051","DINGERVILLE USA PARK","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,80,220,39153,27.39417598,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","BUTTE  ","GW","GW","Self-produced",5.39816270151775,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1917","CA0400027","FOOTHILLS MANUFACTURED HOME COMMUNUTY","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,127,180,NA,14.89116135,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","BUTTE  ","GW","GW","Self-produced",5.19849703126583,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","1","1","1","1","1","1","1","1"
"1918","CA0400042","FOREST VILLAGE LLC","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,17,28,130241,9.993863932,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","NONE","No","No","C","BUTTE  ","GW","GW","Self-produced",3.36729582998647,"NONE","HIGH","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","2","1","0","0"
"1919","CA0400030","GOLDEN FEATHER MHP","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,101,275,NA,44.92355117,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","BUTTE  ","GW","GW","Self-produced",5.62040086571715,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1920","CA0400023","GOLDEN OAKS MOBILE ESTATES","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,25,75,39153,27.39417598,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","Did not complete survey","No","C","BUTTE  ","GW","GW","Self-produced",4.33073334028633,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1921","CA0400026","MEADOWBROOK OAKS","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,26,50,NA,14.89116135,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","Did not complete survey","No","C","BUTTE  ","GW","GW","Self-produced",3.93182563272433,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","2","1","1","1","2","1","0","0"
"1922","CA0400019","OROVILLE MOBILE HOME PARK","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,35,76,29500,35.34041419,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE",NA,"HIGH","No","No","C","BUTTE  ","GW","GW","Self-produced",4.34380542185368,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"1923","CA0400020","PLEASANT GROVE MHP","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,88,327,20965,26.76563384,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","HIGH","UNKNOWN","UNKNOWN","Did not complete survey","No","C","BUTTE  ","GW","GW","Self-produced",5.79301360838414,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","1","1","3","1","1","1","0","0"
"1924","CA0400021","ROBINSON'S CORNER MHP","LPA34 - BUTTE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,20,20,39153,27.39417598,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","NONE",NA,NA,"C","BUTTE  ","GW","GW","Self-produced",3.04452243772342,"NONE","HIGH","NONE","NONE","No","No","Yes",NA,"3","1","0","0","2","1","1","1"
"1925","CA0500068","DUNROVIN MOBILE HOME VILLAGE","LPA35 - CALAVERAS COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,37,99,84444,16.13931443,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","CALAVERAS  ","GW","GW","Self-produced",4.60517018598809,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","1","1","2","1","1","1","0","0"
"1926","CA0500075","LAKESIDE MOBILE ESTATES","LPA35 - CALAVERAS COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,24,30,55156,16.13931443,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","CALAVERAS  ","GW","GW","Self-produced",3.43398720448515,"NONE","HIGH","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","2","1","0","0"
"1927","CA0707523","BETHEL ISLAND ESTATES","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,62,200,84006,31.03829673,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",5.30330490805908,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1928","CA0707575","BETHEL ISLAND MHC","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,65,185,82684.64691,31.03829673,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",5.2257466737132,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1929","CA0707588","BIG OAK MOBILE HOME PARK WATER","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,66,156,57938,25.78038462,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",5.05624580534831,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1930","CA0707598","CAMINO MOBILEHOME","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,75,210,63304,23.06740084,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",5.35185813347607,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1931","CA0707603","CLAYTON PALMS WATER","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,202,549,104564.8455,26.1894703,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","Did not complete survey","No","C","CONTRA COSTA  ","SWP","SW","Purchased",6.30991827822652,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1932","CA0707553","RIVERVIEW MOBILE HOMES","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,45,126,93200,42.71174105,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",4.84418708645859,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1933","CA0707597","SANDY POINT MOBILE HOME PARK","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,24,67,39321,31.03829673,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",4.21950770517611,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1934","CA0707608","MARINA MOBILE MANOR","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,24,75,39321,31.03829673,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",4.33073334028633,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1935","CA0707601","RUSSOS MOBILE PARK","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,20,110,53949,31.03829673,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",4.70953020131233,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1936","CA0707589","BELLA VISTA WATER SYS","LPA37 - CONTRA COSTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,33,93,93200,42.71174105,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","CONTRA COSTA  ","GW","GW","Self-produced",4.54329478227,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","1","1"
"1937","CA0800603","BUTTE COURT MOBILE HOME PARK","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,23,67,18522,26.14022471,"Failing",1,0,"NO","NO","NO","NO","YES","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","NONE","Did not complete survey","No","C","DEL NORTE  ","GW","GW","Self-produced",4.21950770517611,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","3","1","1","1","2","1","0","0"
"1938","CA0800700","LAS PALMAS MOBILE HOME PARK","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,60,120,38091,19.48438383,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","DEL NORTE  ","GW","GW","Self-produced",4.79579054559674,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1939","CA0800552","NORTHCREST TRAILER CITY","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,89,250,81406,21.38772428,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","DEL NORTE  ","GW","GW","Self-produced",5.52545293913178,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1940","CA0800800","PINE GROVE TRAILER PARK","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,51,100,81406,21.38772428,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","DEL NORTE  ","GW","GW","Self-produced",4.61512051684126,"HIGH","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","0","0"
"1941","CA0800605","WEST PARK PROPERTIES","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,42,112,38091,19.48438383,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","DEL NORTE  ","GW","GW","Self-produced",4.72738781871234,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1942","CA0900422","CRYSTAL CAVES MHP","LPA39 - EL DORADO COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,40,112,58772,9.618286504,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","EL DORADO  ","GW","GW","Self-produced",4.72738781871234,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1943","CA0900102","GOLD BEACH PARK","LPA39 - EL DORADO COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,48,134,73535.93577,6.286013797,"At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","EL DORADO  ","GW","GW","Self-produced",4.90527477843843,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","2","1"
"1944","CA0900404","OAKLANE MOBILE VILLAGE, LLC.","LPA39 - EL DORADO COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,35,75,59911,9.410712683,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","EL DORADO  ","GW","GW","Self-produced",4.33073334028633,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1945","CA1000238","CAMDEN TRAILER PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,26,75,63145,50.23299837,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",4.33073334028633,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","1","1"
"1946","CA1000229","GREEN ACRES MOBILE HOME ESTATE","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,113,350,43273,60.33760146,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",5.86078622346587,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1947","CA1000267","KINGS CANYON MOBILE HOME PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,26,120,43018,16.64382627,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","No","No","C","FRESNO  ","GW","GW","Self-produced",4.79579054559674,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","1","1"
"1948","CA1000265","MARY LOU MOBILE HOME PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,34,63,52917,8.783257495,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",4.15888308335967,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","1","1"
"1949","CA1000257","MT ARARAT MOBILE HOME PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,36,47,52917,8.783257495,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",3.87120101090789,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1950","CA1000259","NEW HORIZONS MOBILE/RV PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,77,82,19267,53.72261422,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",4.4188406077966,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","0","0"
"1951","CA1000405","PIEDRA PARK ASSOCIATION","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,15,36,52727,10.54040063,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",3.61091791264422,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1952","CA1000426","RIVERBEND MOBILE HOME & RV PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,49,400,49113,33.04692938,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",5.99396142730657,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1953","CA1000260","SANDY CREEK VILLAGE MHP","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,45,90,79500,8.783257495,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",4.51085950651685,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1954","CA1000244","SHADY LAKES MOBILE HOME PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,65,160,54792,55.2356431,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","HIGH","No","No","C","FRESNO  ","GW","GW","Self-produced",5.08140436498446,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"1955","CA1000247","SHERWOOD FOREST MHP","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,48,48,49113,33.04692938,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",3.89182029811063,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1956","CA1000378","SUNSET WEST COMMUNITY LLC","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,159,350,22656,60.33760146,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",5.86078622346587,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1957","CA1000299","THREE PALMS MOBILEHOME PARK","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,105,347,30464,67.9428711,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","FRESNO  ","GW","GW","Self-produced",5.85220247977447,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","3","1","1","1"
"1958","CA1000298","WOODWARD BLUFFS MHP","DISTRICT 23 - FRESNO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,172,300,107827,5.508048825,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","FRESNO  ","GW","GW","Self-produced",5.70711026474888,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1959","CA1100413","COUNTRY LEISURE MOBILE ESTATES","DISTRICT 21 - VALLEY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,33,40,42813,21.74591257,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","GLENN  ","GW","GW","Self-produced",3.71357206670431,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1960","CA1100444","ORLAND ESTATES MOBILE H.P.","DISTRICT 21 - VALLEY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,74,244,45257,21.74591257,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GLENN  ","GW","GW","Self-produced",5.50125821054473,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1961","CA1100445","ORLAND MOBILE H.P.","DISTRICT 21 - VALLEY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,54,178,15956,27.9375062,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","No","No","C","GLENN  ","GW","GW","Self-produced",5.18738580584075,"NONE","HIGH","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","2","1","0","0"
"1962","CA1100436","ORLAND OAKS MHP","DISTRICT 21 - VALLEY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,83,186,45257,21.74591257,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","No","No","C","GLENN  ","GW","GW","Self-produced",5.23110861685459,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1963","CA1100452","SHADY OAKS TRAILER PARK","DISTRICT 21 - VALLEY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,43,62,50121.77119,27.9375062,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GLENN  ","GW","GW","Self-produced",4.14313472639153,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
